# x, y, err
1.4000 0.7000 0.8940
1.5000 0.7000 0.8820
1.6000 0.7000 0.8840
1.7000 0.7000 0.8880
1.8000 0.7000 0.8920
1.9000 0.7000 0.8740
2.0000 0.7000 0.8800
2.1000 0.7000 0.9000
2.2000 0.7000 0.9000
2.3000 0.7000 0.9020
2.4000 0.7000 0.8900
2.5000 0.7000 0.8940
2.6000 0.7000 0.9000
2.7000 0.7000 0.9060
2.8000 0.7000 0.8980
2.9000 0.7000 0.8940
3.0000 0.7000 0.8820
3.1000 0.7000 0.8640
3.2000 0.7000 0.8700
3.3000 0.7000 0.8640
3.4000 0.7000 0.8520
3.5000 0.7000 0.8480
3.6000 0.7000 0.8480
3.7000 0.7000 0.8680
3.8000 0.7000 0.8760
3.9000 0.7000 0.8980
4.0000 0.7000 0.9020
4.1000 0.7000 0.8820
4.2000 0.7000 0.8800
4.3000 0.7000 0.8740
4.4000 0.7000 0.8860
4.5000 0.7000 0.9020
4.6000 0.7000 0.9120
4.7000 0.7000 0.9120
4.8000 0.7000 0.9040
4.9000 0.7000 0.8980
0.0000 0.8000 0.8920
0.1000 0.8000 0.8840
0.2000 0.8000 0.8900
0.3000 0.8000 0.8980
0.4000 0.8000 0.8980
0.5000 0.8000 0.9040
0.6000 0.8000 0.8980
0.7000 0.8000 0.9000
0.8000 0.8000 0.8860
0.9000 0.8000 0.9000
1.0000 0.8000 0.8980
1.1000 0.8000 0.8840
1.2000 0.8000 0.8800
1.3000 0.8000 0.8840
1.4000 0.8000 0.8880
1.5000 0.8000 0.8960
1.6000 0.8000 0.8800
1.7000 0.8000 0.8820
1.8000 0.8000 0.8940
1.9000 0.8000 0.8880
2.0000 0.8000 0.8680
2.1000 0.8000 0.8860
2.2000 0.8000 0.8860
2.3000 0.8000 0.8880
2.4000 0.8000 0.8900
2.5000 0.8000 0.8940
2.6000 0.8000 0.9040
2.7000 0.8000 0.9060
2.8000 0.8000 0.9120
2.9000 0.8000 0.9000
3.0000 0.8000 0.8760
3.1000 0.8000 0.8700
3.2000 0.8000 0.8620
3.3000 0.8000 0.8580
3.4000 0.8000 0.8540
3.5000 0.8000 0.8480
3.6000 0.8000 0.8600
3.7000 0.8000 0.8760
3.8000 0.8000 0.8720
3.9000 0.8000 0.8880
4.0000 0.8000 0.8900
4.1000 0.8000 0.8880
4.2000 0.8000 0.8820
4.3000 0.8000 0.8880
4.4000 0.8000 0.8940
4.5000 0.8000 0.8960
4.6000 0.8000 0.9100
4.7000 0.8000 0.9060
4.8000 0.8000 0.8860
4.9000 0.8000 0.8960
0.0000 0.9000 0.8880
0.1000 0.9000 0.8840
0.2000 0.9000 0.8900
0.3000 0.9000 0.8980
0.4000 0.9000 0.9040
0.5000 0.9000 0.8900
0.6000 0.9000 0.8780
0.7000 0.9000 0.8780
0.8000 0.9000 0.8720
0.9000 0.9000 0.8820
1.0000 0.9000 0.8740
1.1000 0.9000 0.8900
1.2000 0.9000 0.8780
1.3000 0.9000 0.8740
1.4000 0.9000 0.8880
1.5000 0.9000 0.8820
1.6000 0.9000 0.8660
1.7000 0.9000 0.8700
1.8000 0.9000 0.8920
1.9000 0.9000 0.8660
2.0000 0.9000 0.8680
2.1000 0.9000 0.9020
2.2000 0.9000 0.8860
2.3000 0.9000 0.8860
