# x, y, corr
3.3000 1.3000 0.1954
3.4000 1.3000 0.1470
3.5000 1.3000 0.1047
3.6000 1.3000 0.0711
3.7000 1.3000 0.0465
3.8000 1.3000 0.0294
3.9000 1.3000 0.0180
4.0000 1.3000 0.0106
4.1000 1.3000 0.0059
4.2000 1.3000 0.0031
4.3000 1.3000 0.0014
4.4000 1.3000 0.0006
4.5000 1.3000 0.0001
4.6000 1.3000 -0.0000
4.7000 1.3000 -0.0001
4.8000 1.3000 -0.0001
4.9000 1.3000 -0.0000
0.0000 1.4000 -0.0000
0.1000 1.4000 0.0000
0.2000 1.4000 0.0000
0.3000 1.4000 0.0000
0.4000 1.4000 0.0000
0.5000 1.4000 0.0000
0.6000 1.4000 0.0000
0.7000 1.4000 0.0000
0.8000 1.4000 -0.0000
0.9000 1.4000 -0.0000
1.0000 1.4000 0.0000
1.1000 1.4000 0.0001
1.2000 1.4000 0.0003
1.3000 1.4000 0.0008
1.4000 1.4000 0.0016
1.5000 1.4000 0.0031
1.6000 1.4000 0.0057
1.7000 1.4000 0.0098
1.8000 1.4000 0.0163
1.9000 1.4000 0.0264
2.0000 1.4000 0.0417
2.1000 1.4000 0.0642
2.2000 1.4000 0.0964
2.3000 1.4000 0.1397
2.4000 1.4000 0.1936
2.5000 1.4000 0.2542
2.6000 1.4000 0.3144
2.7000 1.4000 0.3651
2.8000 1.4000 0.3974
2.9000 1.4000 0.4053
3.0000 1.4000 0.3875
3.1000 1.4000 0.3481
3.2000 1.4000 0.2943
3.3000 1.4000 0.2347
3.4000 1.4000 0.1770
3.5000 1.4000 0.1270
3.6000 1.4000 0.0873
3.7000 1.4000 0.0579
3.8000 1.4000 0.0373
3.9000 1.4000 0.0233
4.0000 1.4000 0.0141
4.1000 1.4000 0.0082
4.2000 1.4000 0.0046
4.3000 1.4000 0.0024
4.4000 1.4000 0.0011
4.5000 1.4000 0.0005
4.6000 1.4000 0.0002
4.7000 1.4000 0.0000
4.8000 1.4000 -0.0000
4.9000 1.4000 -0.0000
0.0000 1.5000 0.0000
0.1000 1.5000 0.0000
0.2000 1.5000 0.0000
0.3000 1.5000 0.0000
0.4000 1.5000 0.0000
0.5000 1.5000 0.0000
0.6000 1.5000 0.0000
0.7000 1.5000 0.0000
0.8000 1.5000 0.0000
0.9000 1.5000 0.0000
1.0000 1.5000 0.0001
1.1000 1.5000 0.0002
1.2000 1.5000 0.0005
1.3000 1.5000 0.0011
1.4000 1.5000 0.0022
1.5000 1.5000 0.0040
1.6000 1.5000 0.0071
1.7000 1.5000 0.0119
1.8000 1.5000 0.0196
1.9000 1.5000 0.0312
2.0000 1.5000 0.0487
2.1000 1.5000 0.0742
2.2000 1.5000 0.1104
2.3000 1.5000 0.1588
2.4000 1.5000 0.2190
2.5000 1.5000 0.2871
2.6000 1.5000 0.3553
2.7000 1.5000 0.4131
2.8000 1.5000 0.4500
2.9000 1.5000 0.4586
3.0000 1.5000 0.4378
3.1000 1.5000 0.3921
3.2000 1.5000 0.3306
3.3000 1.5000 0.2631
3.4000 1.5000 0.1986
3.5000 1.5000 0.1430
3.6000 1.5000 0.0990
3.7000 1.5000 0.0663
3.8000 1.5000 0.0431
3.9000 1.5000 0.0273
4.0000 1.5000 0.0167
4.1000 1.5000 0.0099
4.2000 1.5000 0.0057
4.3000 1.5000 0.0031
4.4000 1.5000 0.0016
4.5000 1.5000 0.0007
4.6000 1.5000 0.0003
4.7000 1.5000 0.0001
4.8000 1.5000 0.0000
4.9000 1.5000 0.0000
0.0000 1.6000 0.0000
0.1000 1.6000 0.0000
0.2000 1.6000 0.0000
0.3000 1.6000 0.0000
0.4000 1.6000 0.0000
0.5000 1.6000 0.0000
0.6000 1.6000 0.0000
0.7000 1.6000 0.0000
0.8000 1.6000 0.0000
0.9000 1.6000 0.0000
1.0000 1.6000 0.0001
1.1000 1.6000 0.0003
1.2000 1.6000 0.0006
1.3000 1.6000 0.0013
1.4000 1.6000 0.0025
1.5000 1.6000 0.0046
1.6000 1.6000 0.0079
1.7000 1.6000 0.0132
1.8000 1.6000 0.0215
1.9000 1.6000 0.0340
2.0000 1.6000 0.0526
2.1000 1.6000 0.0797
2.2000 1.6000 0.1179
2.3000 1.6000 0.1690
2.4000 1.6000 0.2325
2.5000 1.6000 0.3044
2.6000 1.6000 0.3765
2.7000 1.6000 0.4377
2.8000 1.6000 0.4765
2.9000 1.6000 0.4852
3.0000 1.6000 0.4624
3.1000 1.6000 0.4134
3.2000 1.6000 0.3479
3.3000 1.6000 0.2765
3.4000 1.6000 0.2087
3.5000 1.6000 0.1505
3.6000 1.6000 0.1045
3.7000 1.6000 0.0702
3.8000 1.6000 0.0459
3.9000 1.6000 0.0292
4.0000 1.6000 0.0181
4.1000 1.6000 0.0109
4.2000 1.6000 0.0063
4.3000 1.6000 0.0035
4.4000 1.6000 0.0018
4.5000 1.6000 0.0009
4.6000 1.6000 0.0004
4.7000 1.6000 0.0002
4.8000 1.6000 0.0000
4.9000 1.6000 0.0000
0.0000 1.7000 0.0000
0.1000 1.7000 0.0000
0.2000 1.7000 0.0000
0.3000 1.7000 0.0000
0.4000 1.7000 0.0000
0.5000 1.7000 0.0000
0.6000 1.7000 0.0000
0.7000 1.7000 0.0000
0.8000 1.7000 0.0000
0.9000 1.7000 0.0000
1.0000 1.7000 0.0001
1.1000 1.7000 0.0003
1.2000 1.7000 0.0007
1.3000 1.7000 0.0014
1.4000 1.7000 0.0026
1.5000 1.7000 0.0047
1.6000 1.7000 0.0082
1.7000 1.7000 0.0135
1.8000 1.7000 0.0218
1.9000 1.7000 0.0343
2.0000 1.7000 0.0529
2.1000 1.7000 0.0800
2.2000 1.7000 0.1182
2.3000 1.7000 0.1692
2.4000 1.7000 0.2324
2.5000 1.7000 0.3038
2.6000 1.7000 0.3751
2.7000 1.7000 0.4351
2.8000 1.7000 0.4727
2.9000 1.7000 0.4806
3.0000 1.7000 0.4576
3.1000 1.7000 0.4088
3.2000 1.7000 0.3439
3.3000 1.7000 0.2732
3.4000 1.7000 0.2061
3.5000 1.7000 0.1485
3.6000 1.7000 0.1030
3.7000 1.7000 0.0692
3.8000 1.7000 0.0453
3.9000 1.7000 0.0289
4.0000 1.7000 0.0180
4.1000 1.7000 0.0109
4.2000 1.7000 0.0063
4.3000 1.7000 0.0035
4.4000 1.7000 0.0019
4.5000 1.7000 0.0009
4.6000 1.7000 0.0004
4.7000 1.7000 0.0002
4.8000 1.7000 0.0001
4.9000 1.7000 0.0000
0.0000 1.8000 0.0000
0.1000 1.8000 0.0000
